Equipment ID;Date of Inspection;Pos;Component/Function;Inspection Type;Fieldworker Name;Notes
HCK_EQ001;11/27/2023;G;Steam pressure and temperature;O;Bob;Water quality within acceptable range
HCK_EQ001;11/27/2023;H;Pressure limiter;O;Charlie;Water quality within acceptable range
HCK_EQ001;11/27/2023;I;Temperature limiter;O;Bob;Calibration performed successfully
HCK_EQ001;11/27/2023;J;Water quality devices;O;Bob;Leak detected and sealed
HCK_EQ001;11/27/2023;K;Safety system;O;Charlie;Leak detected and sealed
HCK_EQ001;11/27/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Routine check with no anomalies
HCK_EQ001;11/27/2023;M;Steam pressure and temperature regulators;O;Alice;Pressure valve replaced
HCK_EQ001;11/27/2023;N;Feedwater system;O;Diana;Routine check with no anomalies
HCK_EQ001;11/27/2023;P;Combustion system;O;Alice;Calibration performed successfully
HCK_EQ003;11/28/2023;A;Safety devices against overpressure (safety valves);O;Bob;Calibration performed successfully
HCK_EQ003;11/28/2023;D;Valves;O;Bob;Water quality within acceptable range
HCK_EQ003;11/28/2023;E;Feedwater regulation;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;11/28/2023;F;Low-level limiter;O;Charlie;No issues found during inspection
HCK_EQ003;11/28/2023;G;Steam pressure and temperature;O;Charlie;No issues found during inspection
HCK_EQ003;11/28/2023;H;Pressure limiter;O;Bob;Leak detected and sealed
HCK_EQ003;11/28/2023;I;Temperature limiter;O;Alice;No issues found during inspection
HCK_EQ003;11/28/2023;J;Water quality devices;O;Bob;Leak detected and sealed
HCK_EQ003;11/28/2023;K;Safety system;O;Bob;Minor corrosion detected on lower flange
HCK_EQ003;11/28/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Pressure valve replaced
HCK_EQ003;11/28/2023;M;Steam pressure and temperature regulators;O;Bob;Minor corrosion detected on lower flange
HCK_EQ003;11/28/2023;N;Feedwater system;O;Charlie;Calibration performed successfully
HCK_EQ003;11/28/2023;P;Combustion system;O;Charlie;Routine check with no anomalies
HCK_EQ001;11/30/2023;A;Safety devices against overpressure (safety valves);O;Diana;No issues found during inspection
HCK_EQ001;11/30/2023;D;Valves;O;Charlie;Temperature sensor replaced
HCK_EQ001;11/30/2023;E;Feedwater regulation;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;11/30/2023;F;Low-level limiter;O;Bob;Feedwater pump maintenance completed
HCK_EQ001;11/30/2023;G;Steam pressure and temperature;O;Charlie;Leak detected and sealed
HCK_EQ001;11/30/2023;H;Pressure limiter;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;11/30/2023;I;Temperature limiter;O;Diana;Leak detected and sealed
HCK_EQ001;11/30/2023;J;Water quality devices;O;Alice;No issues found during inspection
HCK_EQ001;11/30/2023;K;Safety system;O;Diana;Temperature sensor replaced
HCK_EQ001;11/30/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;No issues found during inspection
HCK_EQ001;11/30/2023;M;Steam pressure and temperature regulators;O;Alice;Feedwater pump maintenance completed
HCK_EQ001;11/30/2023;N;Feedwater system;O;Charlie;Leak detected and sealed
HCK_EQ001;11/30/2023;P;Combustion system;O;Diana;Temperature sensor replaced
HCK_EQ003;12/01/2023;A;Safety devices against overpressure (safety valves);O;Alice;Routine check with no anomalies
HCK_EQ003;12/01/2023;D;Valves;O;Charlie;Calibration performed successfully
HCK_EQ003;12/01/2023;E;Feedwater regulation;O;Bob;Minor corrosion detected on lower flange
HCK_EQ003;12/01/2023;F;Low-level limiter;O;Charlie;Water quality within acceptable range
HCK_EQ003;12/01/2023;G;Steam pressure and temperature;O;Charlie;Pressure valve replaced
HCK_EQ003;12/01/2023;H;Pressure limiter;O;Charlie;Safety valve adjusted
HCK_EQ003;12/01/2023;I;Temperature limiter;O;Bob;Calibration performed successfully
HCK_EQ003;12/01/2023;J;Water quality devices;O;Diana;Temperature sensor replaced
HCK_EQ003;12/01/2023;K;Safety system;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;12/01/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Pressure valve replaced
HCK_EQ003;12/01/2023;M;Steam pressure and temperature regulators;O;Diana;No issues found during inspection
HCK_EQ003;12/01/2023;N;Feedwater system;O;Alice;Pressure valve replaced
HCK_EQ003;12/01/2023;P;Combustion system;O;Charlie;No issues found during inspection
HCK_EQ001;12/03/2023;A;Safety devices against overpressure (safety valves);O;Bob;Feedwater pump maintenance completed
HCK_EQ001;12/03/2023;D;Valves;O;Diana;Calibration performed successfully
HCK_EQ001;12/03/2023;E;Feedwater regulation;O;Charlie;Leak detected and sealed
HCK_EQ001;12/03/2023;F;Low-level limiter;O;Charlie;Leak detected and sealed
HCK_EQ001;12/03/2023;G;Steam pressure and temperature;O;Bob;Leak detected and sealed
HCK_EQ001;12/03/2023;H;Pressure limiter;O;Alice;No issues found during inspection
HCK_EQ001;12/03/2023;I;Temperature limiter;O;Bob;Calibration performed successfully
HCK_EQ001;12/03/2023;J;Water quality devices;O;Charlie;Leak detected and sealed
HCK_EQ001;12/03/2023;K;Safety system;O;Alice;Calibration performed successfully
HCK_EQ001;12/03/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Minor corrosion detected on lower flange
HCK_EQ001;12/03/2023;M;Steam pressure and temperature regulators;O;Alice;Pressure valve replaced
HCK_EQ001;12/03/2023;N;Feedwater system;O;Charlie;Calibration performed successfully
HCK_EQ001;12/03/2023;P;Combustion system;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;12/04/2023;A;Safety devices against overpressure (safety valves);O;Diana;Pressure valve replaced
HCK_EQ003;12/04/2023;D;Valves;O;Diana;Minor corrosion detected on lower flange
HCK_EQ003;12/04/2023;E;Feedwater regulation;O;Diana;Calibration performed successfully
HCK_EQ003;12/04/2023;F;Low-level limiter;O;Charlie;Routine check with no anomalies
HCK_EQ003;12/04/2023;G;Steam pressure and temperature;O;Bob;Leak detected and sealed
HCK_EQ003;12/04/2023;H;Pressure limiter;O;Alice;Safety valve adjusted
HCK_EQ003;12/04/2023;I;Temperature limiter;O;Alice;Water quality within acceptable range
HCK_EQ003;12/04/2023;J;Water quality devices;O;Bob;Feedwater pump maintenance completed
HCK_EQ003;12/04/2023;K;Safety system;O;Bob;Temperature sensor replaced
HCK_EQ003;12/04/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Minor corrosion detected on lower flange
HCK_EQ003;12/04/2023;M;Steam pressure and temperature regulators;O;Charlie;Routine check with no anomalies
HCK_EQ003;12/04/2023;N;Feedwater system;O;Alice;No issues found during inspection
HCK_EQ003;12/04/2023;P;Combustion system;O;Alice;Water quality within acceptable range
HCK_EQ001;12/06/2023;A;Safety devices against overpressure (safety valves);O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;12/06/2023;D;Valves;O;Charlie;Feedwater pump maintenance completed
HCK_EQ001;12/06/2023;E;Feedwater regulation;O;Charlie;Pressure valve replaced
HCK_EQ001;12/06/2023;F;Low-level limiter;O;Diana;Leak detected and sealed
HCK_EQ001;12/06/2023;G;Steam pressure and temperature;O;Charlie;No issues found during inspection
HCK_EQ001;12/06/2023;H;Pressure limiter;O;Alice;Safety valve adjusted
HCK_EQ001;12/06/2023;I;Temperature limiter;O;Bob;Feedwater pump maintenance completed
HCK_EQ001;12/06/2023;J;Water quality devices;O;Diana;Temperature sensor replaced
HCK_EQ001;12/06/2023;K;Safety system;O;Alice;Routine check with no anomalies
HCK_EQ001;12/06/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Pressure valve replaced
HCK_EQ001;12/06/2023;M;Steam pressure and temperature regulators;O;Bob;Feedwater pump maintenance completed
HCK_EQ001;12/06/2023;N;Feedwater system;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;12/06/2023;P;Combustion system;O;Alice;Routine check with no anomalies
HCK_EQ003;12/07/2023;A;Safety devices against overpressure (safety valves);O;Alice;Routine check with no anomalies
HCK_EQ003;12/07/2023;D;Valves;O;Alice;Temperature sensor replaced
HCK_EQ003;12/07/2023;E;Feedwater regulation;O;Alice;Leak detected and sealed
HCK_EQ003;12/07/2023;F;Low-level limiter;O;Bob;Pressure valve replaced
HCK_EQ003;12/07/2023;G;Steam pressure and temperature;O;Diana;Pressure valve replaced
HCK_EQ003;12/07/2023;H;Pressure limiter;O;Bob;Leak detected and sealed
HCK_EQ003;12/07/2023;I;Temperature limiter;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;12/07/2023;J;Water quality devices;O;Bob;Safety valve adjusted
HCK_EQ003;12/07/2023;K;Safety system;O;Bob;Leak detected and sealed
HCK_EQ003;12/07/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Leak detected and sealed
HCK_EQ003;12/07/2023;M;Steam pressure and temperature regulators;O;Alice;Calibration performed successfully
HCK_EQ003;12/07/2023;N;Feedwater system;O;Alice;No issues found during inspection
HCK_EQ003;12/07/2023;P;Combustion system;O;Diana;Pressure valve replaced
HCK_EQ001;12/09/2023;A;Safety devices against overpressure (safety valves);O;Bob;Pressure valve replaced
HCK_EQ001;12/09/2023;D;Valves;O;Diana;Temperature sensor replaced
HCK_EQ001;12/09/2023;E;Feedwater regulation;O;Diana;Routine check with no anomalies
HCK_EQ001;12/09/2023;F;Low-level limiter;O;Diana;Temperature sensor replaced
HCK_EQ001;12/09/2023;G;Steam pressure and temperature;O;Diana;Pressure valve replaced
HCK_EQ001;12/09/2023;H;Pressure limiter;O;Diana;Feedwater pump maintenance completed
HCK_EQ001;12/09/2023;I;Temperature limiter;O;Diana;Pressure valve replaced
HCK_EQ001;12/09/2023;J;Water quality devices;O;Alice;Safety valve adjusted
HCK_EQ001;12/09/2023;K;Safety system;O;Charlie;Leak detected and sealed
HCK_EQ001;12/09/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Pressure valve replaced
HCK_EQ001;12/09/2023;M;Steam pressure and temperature regulators;O;Bob;Water quality within acceptable range
HCK_EQ001;12/09/2023;N;Feedwater system;O;Diana;Water quality within acceptable range
HCK_EQ001;12/09/2023;P;Combustion system;O;Bob;No issues found during inspection
HCK_EQ003;12/10/2023;A;Safety devices against overpressure (safety valves);O;Diana;Minor corrosion detected on lower flange
HCK_EQ003;12/10/2023;D;Valves;O;Diana;Minor corrosion detected on lower flange
HCK_EQ003;12/10/2023;E;Feedwater regulation;O;Diana;Feedwater pump maintenance completed
HCK_EQ003;12/10/2023;F;Low-level limiter;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ003;12/10/2023;G;Steam pressure and temperature;O;Alice;Routine check with no anomalies
HCK_EQ003;12/10/2023;H;Pressure limiter;O;Charlie;Safety valve adjusted
HCK_EQ003;12/10/2023;I;Temperature limiter;O;Bob;Temperature sensor replaced
HCK_EQ003;12/10/2023;J;Water quality devices;O;Charlie;Water quality within acceptable range
HCK_EQ003;12/10/2023;K;Safety system;O;Diana;Safety valve adjusted
HCK_EQ003;12/10/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Calibration performed successfully
HCK_EQ003;12/10/2023;M;Steam pressure and temperature regulators;O;Diana;Leak detected and sealed
HCK_EQ003;12/10/2023;N;Feedwater system;O;Charlie;Water quality within acceptable range
HCK_EQ003;12/10/2023;P;Combustion system;O;Alice;Water quality within acceptable range
HCK_EQ001;12/12/2023;A;Safety devices against overpressure (safety valves);O;Bob;Calibration performed successfully
HCK_EQ001;12/12/2023;D;Valves;O;Alice;Leak detected and sealed
HCK_EQ001;12/12/2023;E;Feedwater regulation;O;Bob;Safety valve adjusted
HCK_EQ001;12/12/2023;F;Low-level limiter;O;Diana;Calibration performed successfully
HCK_EQ001;12/12/2023;G;Steam pressure and temperature;O;Bob;Leak detected and sealed
HCK_EQ001;12/12/2023;H;Pressure limiter;O;Charlie;No issues found during inspection
HCK_EQ001;12/12/2023;I;Temperature limiter;O;Diana;Feedwater pump maintenance completed
HCK_EQ001;12/12/2023;J;Water quality devices;O;Alice;Feedwater pump maintenance completed
HCK_EQ001;12/12/2023;K;Safety system;O;Diana;Temperature sensor replaced
HCK_EQ001;12/12/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Pressure valve replaced
HCK_EQ001;12/12/2023;M;Steam pressure and temperature regulators;O;Bob;Temperature sensor replaced
HCK_EQ001;12/12/2023;N;Feedwater system;O;Diana;Routine check with no anomalies
HCK_EQ001;12/12/2023;P;Combustion system;O;Diana;Temperature sensor replaced
HCK_EQ003;12/13/2023;A;Safety devices against overpressure (safety valves);O;Charlie;No issues found during inspection
HCK_EQ003;12/13/2023;D;Valves;O;Alice;Routine check with no anomalies
HCK_EQ003;12/13/2023;E;Feedwater regulation;O;Diana;Feedwater pump maintenance completed
HCK_EQ003;12/13/2023;F;Low-level limiter;O;Alice;Water quality within acceptable range
HCK_EQ003;12/13/2023;G;Steam pressure and temperature;O;Alice;Pressure valve replaced
HCK_EQ003;12/13/2023;H;Pressure limiter;O;Bob;Water quality within acceptable range
HCK_EQ003;12/13/2023;I;Temperature limiter;O;Diana;Safety valve adjusted
HCK_EQ003;12/13/2023;J;Water quality devices;O;Bob;Pressure valve replaced
HCK_EQ003;12/13/2023;K;Safety system;O;Diana;Minor corrosion detected on lower flange
HCK_EQ003;12/13/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Routine check with no anomalies
HCK_EQ003;12/13/2023;M;Steam pressure and temperature regulators;O;Bob;Feedwater pump maintenance completed
HCK_EQ003;12/13/2023;N;Feedwater system;O;Bob;Leak detected and sealed
HCK_EQ003;12/13/2023;P;Combustion system;O;Alice;Feedwater pump maintenance completed
HCK_EQ001;12/15/2023;A;Safety devices against overpressure (safety valves);O;Alice;Safety valve adjusted
HCK_EQ001;12/15/2023;D;Valves;O;Alice;Minor corrosion detected on lower flange
HCK_EQ001;12/15/2023;E;Feedwater regulation;O;Diana;Temperature sensor replaced
HCK_EQ001;12/15/2023;F;Low-level limiter;O;Diana;Pressure valve replaced
HCK_EQ001;12/15/2023;G;Steam pressure and temperature;O;Diana;Feedwater pump maintenance completed
HCK_EQ001;12/15/2023;H;Pressure limiter;O;Bob;Leak detected and sealed
HCK_EQ001;12/15/2023;I;Temperature limiter;O;Bob;Temperature sensor replaced
HCK_EQ001;12/15/2023;J;Water quality devices;O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;12/15/2023;K;Safety system;O;Charlie;Safety valve adjusted
HCK_EQ001;12/15/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;12/15/2023;M;Steam pressure and temperature regulators;O;Charlie;Temperature sensor replaced
HCK_EQ001;12/15/2023;N;Feedwater system;O;Bob;Calibration performed successfully
HCK_EQ001;12/15/2023;P;Combustion system;O;Alice;Leak detected and sealed
HCK_EQ003;12/16/2023;A;Safety devices against overpressure (safety valves);O;Alice;Routine check with no anomalies
HCK_EQ003;12/16/2023;D;Valves;O;Diana;Leak detected and sealed
HCK_EQ003;12/16/2023;E;Feedwater regulation;O;Diana;Calibration performed successfully
HCK_EQ003;12/16/2023;F;Low-level limiter;O;Diana;Temperature sensor replaced
HCK_EQ003;12/16/2023;G;Steam pressure and temperature;O;Bob;Temperature sensor replaced
HCK_EQ003;12/16/2023;H;Pressure limiter;O;Alice;Safety valve adjusted
HCK_EQ003;12/16/2023;I;Temperature limiter;O;Charlie;Feedwater pump maintenance completed
HCK_EQ003;12/16/2023;J;Water quality devices;O;Alice;Routine check with no anomalies
HCK_EQ003;12/16/2023;K;Safety system;O;Diana;Leak detected and sealed
HCK_EQ003;12/16/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Routine check with no anomalies
HCK_EQ003;12/16/2023;M;Steam pressure and temperature regulators;O;Bob;Leak detected and sealed
HCK_EQ003;12/16/2023;N;Feedwater system;O;Alice;Routine check with no anomalies
HCK_EQ003;12/16/2023;P;Combustion system;O;Bob;Water quality within acceptable range
HCK_EQ001;12/18/2023;A;Safety devices against overpressure (safety valves);O;Charlie;Routine check with no anomalies
HCK_EQ001;12/18/2023;D;Valves;O;Alice;Minor corrosion detected on lower flange
HCK_EQ001;12/18/2023;E;Feedwater regulation;O;Alice;Water quality within acceptable range
HCK_EQ001;12/18/2023;F;Low-level limiter;O;Diana;Pressure valve replaced
HCK_EQ001;12/18/2023;G;Steam pressure and temperature;O;Bob;Minor corrosion detected on lower flange
HCK_EQ001;12/18/2023;H;Pressure limiter;O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;12/18/2023;I;Temperature limiter;O;Diana;Routine check with no anomalies
HCK_EQ001;12/18/2023;J;Water quality devices;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;12/18/2023;K;Safety system;O;Diana;Routine check with no anomalies
HCK_EQ001;12/18/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;No issues found during inspection
HCK_EQ001;12/18/2023;M;Steam pressure and temperature regulators;O;Diana;Calibration performed successfully
HCK_EQ001;12/18/2023;N;Feedwater system;O;Bob;No issues found during inspection
HCK_EQ001;12/18/2023;P;Combustion system;O;Charlie;Feedwater pump maintenance completed
HCK_EQ003;12/19/2023;A;Safety devices against overpressure (safety valves);O;Diana;No issues found during inspection
HCK_EQ003;12/19/2023;D;Valves;O;Alice;Water quality within acceptable range
HCK_EQ003;12/19/2023;E;Feedwater regulation;O;Alice;Pressure valve replaced
HCK_EQ003;12/19/2023;F;Low-level limiter;O;Charlie;Feedwater pump maintenance completed
HCK_EQ003;12/19/2023;G;Steam pressure and temperature;O;Charlie;Temperature sensor replaced
HCK_EQ003;12/19/2023;H;Pressure limiter;O;Alice;Pressure valve replaced
HCK_EQ003;12/19/2023;I;Temperature limiter;O;Alice;No issues found during inspection
HCK_EQ003;12/19/2023;J;Water quality devices;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;12/19/2023;K;Safety system;O;Bob;Temperature sensor replaced
HCK_EQ003;12/19/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;No issues found during inspection
HCK_EQ003;12/19/2023;M;Steam pressure and temperature regulators;O;Charlie;Feedwater pump maintenance completed
HCK_EQ003;12/19/2023;N;Feedwater system;O;Alice;Leak detected and sealed
HCK_EQ003;12/19/2023;P;Combustion system;O;Charlie;Pressure valve replaced
HCK_EQ001;12/21/2023;A;Safety devices against overpressure (safety valves);O;Diana;Pressure valve replaced
HCK_EQ001;12/21/2023;D;Valves;O;Bob;Safety valve adjusted
HCK_EQ001;12/21/2023;E;Feedwater regulation;O;Charlie;Feedwater pump maintenance completed
HCK_EQ001;12/21/2023;F;Low-level limiter;O;Bob;Temperature sensor replaced
HCK_EQ001;12/21/2023;G;Steam pressure and temperature;O;Alice;Safety valve adjusted
HCK_EQ001;12/21/2023;H;Pressure limiter;O;Alice;Temperature sensor replaced
HCK_EQ001;12/21/2023;I;Temperature limiter;O;Diana;Pressure valve replaced
HCK_EQ001;12/21/2023;J;Water quality devices;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;12/21/2023;K;Safety system;O;Diana;No issues found during inspection
HCK_EQ001;12/21/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Routine check with no anomalies
HCK_EQ001;12/21/2023;M;Steam pressure and temperature regulators;O;Bob;Temperature sensor replaced
HCK_EQ001;12/21/2023;N;Feedwater system;O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;12/21/2023;P;Combustion system;O;Alice;Routine check with no anomalies
HCK_EQ003;12/22/2023;A;Safety devices against overpressure (safety valves);O;Alice;Calibration performed successfully
HCK_EQ003;12/22/2023;D;Valves;O;Charlie;Water quality within acceptable range
HCK_EQ003;12/22/2023;E;Feedwater regulation;O;Alice;Temperature sensor replaced
HCK_EQ003;12/22/2023;F;Low-level limiter;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;12/22/2023;G;Steam pressure and temperature;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;12/22/2023;H;Pressure limiter;O;Alice;Routine check with no anomalies
HCK_EQ003;12/22/2023;I;Temperature limiter;O;Charlie;Calibration performed successfully
HCK_EQ003;12/22/2023;J;Water quality devices;O;Charlie;Routine check with no anomalies
HCK_EQ003;12/22/2023;K;Safety system;O;Diana;Routine check with no anomalies
HCK_EQ003;12/22/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Safety valve adjusted
HCK_EQ003;12/22/2023;M;Steam pressure and temperature regulators;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;12/22/2023;N;Feedwater system;O;Charlie;Calibration performed successfully
HCK_EQ003;12/22/2023;P;Combustion system;O;Diana;Calibration performed successfully
HCK_EQ001;12/24/2023;A;Safety devices against overpressure (safety valves);O;Bob;Pressure valve replaced
HCK_EQ001;12/24/2023;D;Valves;O;Bob;Water quality within acceptable range
HCK_EQ001;12/24/2023;E;Feedwater regulation;O;Bob;Calibration performed successfully
HCK_EQ001;12/24/2023;F;Low-level limiter;O;Bob;Minor corrosion detected on lower flange
HCK_EQ001;12/24/2023;G;Steam pressure and temperature;O;Bob;Leak detected and sealed
HCK_EQ001;12/24/2023;H;Pressure limiter;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;12/24/2023;I;Temperature limiter;O;Diana;No issues found during inspection
HCK_EQ001;12/24/2023;J;Water quality devices;O;Bob;Temperature sensor replaced
HCK_EQ001;12/24/2023;K;Safety system;O;Bob;Routine check with no anomalies
HCK_EQ001;12/24/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Minor corrosion detected on lower flange
HCK_EQ001;12/24/2023;M;Steam pressure and temperature regulators;O;Alice;Leak detected and sealed
HCK_EQ001;12/24/2023;N;Feedwater system;O;Diana;Pressure valve replaced
HCK_EQ001;12/24/2023;P;Combustion system;O;Diana;Water quality within acceptable range
HCK_EQ003;12/25/2023;A;Safety devices against overpressure (safety valves);O;Bob;Routine check with no anomalies
HCK_EQ003;12/25/2023;D;Valves;O;Charlie;Calibration performed successfully
HCK_EQ003;12/25/2023;E;Feedwater regulation;O;Alice;No issues found during inspection
HCK_EQ003;12/25/2023;F;Low-level limiter;O;Bob;Calibration performed successfully
HCK_EQ003;12/25/2023;G;Steam pressure and temperature;O;Alice;Safety valve adjusted
HCK_EQ003;12/25/2023;H;Pressure limiter;O;Bob;Temperature sensor replaced
HCK_EQ003;12/25/2023;I;Temperature limiter;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;12/25/2023;J;Water quality devices;O;Bob;Minor corrosion detected on lower flange
HCK_EQ003;12/25/2023;K;Safety system;O;Bob;Safety valve adjusted
HCK_EQ003;12/25/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Pressure valve replaced
HCK_EQ003;12/25/2023;M;Steam pressure and temperature regulators;O;Bob;Minor corrosion detected on lower flange
HCK_EQ003;12/25/2023;N;Feedwater system;O;Bob;Water quality within acceptable range
HCK_EQ003;12/25/2023;P;Combustion system;O;Bob;Water quality within acceptable range
HCK_EQ001;12/27/2023;A;Safety devices against overpressure (safety valves);O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;12/27/2023;A;Safety devices against overpressure (safety valves);T;Alice;Minor corrosion detected on lower flange
HCK_EQ001;12/27/2023;B;Boiler level indicators;T;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;12/27/2023;C;Discharge devices, continuous and intermittent blowdown;T;Alice;Pressure valve replaced
HCK_EQ001;12/27/2023;D;Valves;O;Alice;Temperature sensor replaced
HCK_EQ001;12/27/2023;D;Valves;T;Diana;Water quality within acceptable range
HCK_EQ001;12/27/2023;E;Feedwater regulation;O;Charlie;Calibration performed successfully
HCK_EQ001;12/27/2023;E;Feedwater regulation;T;Charlie;Pressure valve replaced
HCK_EQ001;12/27/2023;F;Low-level limiter;O;Bob;Calibration performed successfully
HCK_EQ001;12/27/2023;F;Low-level limiter;T;Diana;Safety valve adjusted
HCK_EQ001;12/27/2023;G;Steam pressure and temperature;O;Charlie;Feedwater pump maintenance completed
HCK_EQ001;12/27/2023;H;Pressure limiter;O;Alice;Safety valve adjusted
HCK_EQ001;12/27/2023;H;Pressure limiter;T;Diana;Routine check with no anomalies
HCK_EQ001;12/27/2023;I;Temperature limiter;O;Bob;Pressure valve replaced
HCK_EQ001;12/27/2023;I;Temperature limiter;T;Alice;No issues found during inspection
HCK_EQ001;12/27/2023;J;Water quality devices;O;Bob;Routine check with no anomalies
HCK_EQ001;12/27/2023;J;Water quality devices;T;Charlie;Routine check with no anomalies
HCK_EQ001;12/27/2023;K;Safety system;O;Diana;Feedwater pump maintenance completed
HCK_EQ001;12/27/2023;K;Safety system;T;Charlie;Feedwater pump maintenance completed
HCK_EQ001;12/27/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Routine check with no anomalies
HCK_EQ001;12/27/2023;M;Steam pressure and temperature regulators;O;Charlie;Temperature sensor replaced
HCK_EQ001;12/27/2023;M;Steam pressure and temperature regulators;T;Alice;No issues found during inspection
HCK_EQ001;12/27/2023;N;Feedwater system;O;Charlie;Feedwater pump maintenance completed
HCK_EQ001;12/27/2023;N;Feedwater system;T;Bob;Water quality within acceptable range
HCK_EQ001;12/27/2023;O;Feedwater and boiler water quality;T;Alice;Calibration performed successfully
HCK_EQ001;12/27/2023;P;Combustion system;O;Alice;Water quality within acceptable range
HCK_EQ003;12/28/2023;A;Safety devices against overpressure (safety valves);O;Diana;Minor corrosion detected on lower flange
HCK_EQ003;12/28/2023;D;Valves;O;Diana;Minor corrosion detected on lower flange
HCK_EQ003;12/28/2023;E;Feedwater regulation;O;Diana;Feedwater pump maintenance completed
HCK_EQ003;12/28/2023;F;Low-level limiter;O;Diana;No issues found during inspection
HCK_EQ003;12/28/2023;G;Steam pressure and temperature;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;12/28/2023;H;Pressure limiter;O;Alice;Water quality within acceptable range
HCK_EQ003;12/28/2023;I;Temperature limiter;O;Diana;Pressure valve replaced
HCK_EQ003;12/28/2023;J;Water quality devices;O;Bob;Water quality within acceptable range
HCK_EQ003;12/28/2023;K;Safety system;O;Diana;Leak detected and sealed
HCK_EQ003;12/28/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Minor corrosion detected on lower flange
HCK_EQ003;12/28/2023;M;Steam pressure and temperature regulators;O;Diana;Temperature sensor replaced
HCK_EQ003;12/28/2023;N;Feedwater system;O;Alice;Leak detected and sealed
HCK_EQ003;12/28/2023;P;Combustion system;O;Charlie;Water quality within acceptable range
HCK_EQ001;12/30/2023;A;Safety devices against overpressure (safety valves);O;Alice;Safety valve adjusted
HCK_EQ001;12/30/2023;D;Valves;O;Charlie;Temperature sensor replaced
HCK_EQ001;12/30/2023;E;Feedwater regulation;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;12/30/2023;F;Low-level limiter;O;Bob;Temperature sensor replaced
HCK_EQ001;12/30/2023;G;Steam pressure and temperature;O;Diana;Leak detected and sealed
HCK_EQ001;12/30/2023;H;Pressure limiter;O;Charlie;Safety valve adjusted
HCK_EQ001;12/30/2023;I;Temperature limiter;O;Alice;Safety valve adjusted
HCK_EQ001;12/30/2023;J;Water quality devices;O;Diana;Water quality within acceptable range
HCK_EQ001;12/30/2023;K;Safety system;O;Diana;Safety valve adjusted
